1,2,3
0,0,0
0,0.2537905445,0.5978025455
0.716338723,0.9298715425,0.9623158875
1.0633333095,1.131374598,1.382628518
1.713001439,2.112872769,2.105631766
0.392519478,0.546333457,0.369343305
0.848398721,0.838406993,0.835486674
1.0650255555,1.0777464635,1.008257156
1.1896289,1.324199705,1.282802286
1.598604813,1.76083483,1.76350431
