faible,fort
0.197831897,0.265603914
0.3844320655,0.337633538
0.4510736875,0.431644878
0.591492038,0.5903557375
0.79203669,0.834193404
0.291751488,0.392519653
0.4484399375,0.5447451645
0.6486569335,0.6874066845
0.8580924205,0.917914563
0.992954188,1.072784325
