\mygroup{1},\mygroup{2},\mygroup{3},\mygroup{4},\mygroup{5},\mygroup{6},\mygroup{7},\mygroup{8},\mygroup{9},\mygroup{10},\mygroup{11},\mygroup{12}
11.2745098,28.35820896,41.21212121,32.89473684,42.40121581,35.97619048,40.39548023,63.05418719,30.28673835,45.83333333,65.41666667,61.03896104
28.35227273,66.66666667,58.96551724,63.23099415,31.14134543,25.82417582,32.33022208,41.2568306,42.88888889,37.9705401,39.81141959,27.375
