\mygroup{1},\mygroup{2},\mygroup{3},\mygroup{4},\mygroup{5},\mygroup{6},\mygroup{7},\mygroup{8},\mygroup{9},\mygroup{10},\mygroup{11},\mygroup{12}
285.995,0,0,0,0,0,0,0,0,0,0,0
