passive,active
0.543015821,0
0.9475926215,0
1.168827179,0.886044357
1.5313357695,1.152794012
2.190342891,2.660238339
0.63142653,0.369343305
0.923733088,0.838735534
1.063968053,1.0649027795
1.29387253,1.296153472
1.84726151,1.832723007
