0.171	0.0
0.24	0.0
0.26	0.0
0.271	0.0
0.291	0.0
0.31	0.0
0.321	0.0
0.381	0.0
0.43	0.0
0.44	0.0
0.491	0.0
0.51	0.0
0.61	0.0
0.641	0.0
0.66	0.0
0.671	0.0
0.701	0.0
0.79	0.0
0.8	0.0
0.84	0.0
0.94	0.0
0.99	0.0
1.09	0.0
1.101	0.0
1.141	0.0
1.161	0.0
1.22	0.0
1.231	0.0
1.281	0.0
1.291	0.0
1.31	0.0
1.331	0.0
1.371	0.0
1.42	0.0
1.461	0.0
1.51	0.0
1.561	0.0
1.611	0.0
1.67	0.0
1.711	0.0
1.751	0.0
1.791	0.0
1.861	0.0
1.871	0.0
1.901	0.0
1.93	0.0
1.961	0.0
2.02	0.0
2.051	0.0
2.08	0.0
2.111	0.0
2.14	0.0
2.191	0.0
2.241	0.0
2.261	0.0
2.311	0.0
2.401	0.0
2.441	0.0
2.521	0.0
2.56	0.0
2.611	0.0
2.641	0.0
2.741	0.0
2.76	0.0
2.79	0.0
2.81	0.0
2.82	0.0
2.961	0.0
2.99	0.0
3.04	0.0
3.071	0.0
3.11	0.0
3.131	0.0
3.161	0.0
3.18	0.0
3.24	0.0
3.281	0.0
3.371	0.0
3.471	0.0
3.48	0.0
3.55	0.0
3.611	0.0
3.71	0.0
3.72	0.0
3.861	0.0
3.87	0.0
3.931	0.0
3.96	0.0
4.011	0.0
4.091	0.0
4.171	0.0
4.21	0.0
4.291	0.0
4.31	0.0
4.35	0.0
4.361	0.0
4.421	0.0
4.44	0.0
4.451	0.0
4.48	0.0
4.521	0.0
4.6	0.0
4.69	0.0
4.741	0.0
4.76	0.0
4.79	0.0
4.821	0.0
4.83	0.0
4.871	0.0
4.891	0.0
4.961	0.0
5.06	0.0
5.121	0.0
5.181	0.0
5.231	0.0
5.361	0.0
5.43	0.0
5.501	0.0
5.571	0.0
5.6	0.0
5.651	0.0
5.661	0.0
5.67	0.0
5.68	0.0
5.72	0.0
5.801	0.0
5.861	0.0
5.931	0.0
5.94	0.0
5.971	0.0
6.001	0.0
6.01	0.0
6.101	0.0
6.22	0.0
6.231	0.0
6.24	0.0
6.27	0.0
6.3	0.0
6.33	0.0
6.381	0.0
6.401	0.0
6.41	0.0
6.481	0.0
6.511	0.0
6.521	0.0
6.55	0.0
6.571	0.0
6.611	0.0
6.641	0.0
6.65	0.0
6.691	0.0
6.72	0.0
6.781	0.0
6.8	0.0
6.82	0.0
6.85	0.0
6.941	0.0
6.99	0.0
7.01	0.0
7.051	0.0
7.071	0.0
7.191	0.0
7.3	0.0
7.381	0.0
7.511	0.0
7.53	0.0
7.591	0.0
7.6	0.0
7.61	0.0
7.64	0.0
7.68	0.0
7.821	0.0
7.951	3.01309641399
8.031	3.00845840922
8.04	2.99979749317
8.161	2.99737151518
8.181	2.97649945406
8.231	2.97822648568
8.381	2.97091366418
8.401	2.93892446313
8.41	2.9389006448
8.49	2.93959418968
8.55	2.93203035455
8.711	2.92850968924
8.781	2.93674547757
8.811	2.92749363791
8.861	2.92648099259
8.92	2.91162257169
9.001	2.92424297896
9.011	2.93067586062
9.02	2.93519079448
9.06	2.937275268
9.17	2.94142431485
9.231	2.92437925037
9.251	2.91096513205
9.26	2.90647088408
9.391	2.90697867209
9.46	2.89773670301
9.53	2.9224159526
9.571	2.92069272605
9.611	2.9184204632
9.621	2.90664256488
9.75	2.90425567056
9.791	2.88683044185
9.8	2.881708521
9.84	2.88191689679
10.021	2.87126400737
10.081	2.86146483466
10.09	2.85243159427
10.1	2.85193197675
10.241	2.85210115529
10.26	2.85057099543
10.351	2.85120623596
10.36	2.83974822828
10.38	2.83594164256
10.4	2.83308347918
10.431	2.82458864262
10.47	2.80704364056
